place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,bf9e495349b1cb6b09aa6dd03274db3a,5,Peanut noodles for the win,2 hours ago,2024-03-28 15:06:24.812204,,,,0,89,39,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,9955d79543cdb070256f5d63ad975e47,5,"I spent about 10 dollars on an amazing meal! The pork and chive dumplings were the best dumplings I have ever tasted. The peanut noodles were super good, and the soup was really delicious and cheap! Service was very good, they gave me the food in about 1 minute. 5 stars!",2 hours ago,2024-03-28 15:06:24.855297,,,,0,2,,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,02dc3bedb0cbd1533379124f59f5ec5c,5,A hidden restaurant. Please dont become famous. Peanut Butter Noodles!!,11 hours ago,2024-03-28 06:06:24.865053,,,,0,421,2312,True,.           .       !!,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,43162d76201dd3860af987fbc863dc7e,5,"It will cost you more to take the subway here and back than it will to eat here. Incredible value. In a world where you blink and you ve been at the same company for 5 years and your friends are getting married and having kids while you are still figuring out what color rug to get for your apartment, you can come here and take a pause in life. Forget about the whiplash from time moving at supersonic speed and eat cheap dumplings with friends. Perfect Wednesday night post office activity. Sorry for the lack of food pic, food was good so Qais ate them all first",21 hours ago,2024-03-27 20:06:24.873979,,,,2,38,9,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,6d23c324300fc8835e453625ba112a1a,3,,a day ago,2024-03-27 17:06:24.903250,,,,0,17,,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,5ec7476f7d1e7b89225081576adf9b06,4,,2 days ago,2024-03-26 17:06:24.913404,,,,0,19,,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,a1dc9d581936a0b30d6862a6842a7690,1,Cash only though not that expensive. Disgusting food with same flavor for every dish. Heavy taste of cooking wine in the soup. Even the rice noodle tastes like garbage and it is plain. Meat is not tasty and hard to eat. Weird taste. Don t recommend this place at all and this place ruined my lunch. Can t understand why so many people dine there. Bad food really really bad.,3 days ago,2024-03-25 17:06:24.924035,,,,0,1,,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,037c6577939e33dc8ee2a895138e3cc8,1,"Its very unpalatable. The cooking wine tastes very, very strong. The noodle soup can be said to be cooking wine water. I have never tasted such unpalatable noodle soup.",3 days ago,2024-03-25 17:06:24.933206,,,,0,1,1,False,Service,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,800cc627da565c21724fcca12f74933f,1,"the worst. a bunch of fj chinese girls blew it up On tiktok and instagram along with xiaoma. the Fuzhou food is pretty bad here. my god, since the diaspora is so bad from Fuzhou people. it gets overhyped. and then there are beggars",3 days ago,2024-03-25 17:06:24.953181,,,,0,74,2,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,81b884903c18faf0478da881a2bdae61,5,"Absolutely fire food, this place is another Chinatown gem that needs to be preserved and so cheap 3$ for a plate of peanut sauce noodles, I want to dip everything in that sauce",3 days ago,2024-03-25 17:06:24.963141,,,,0,82,23,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,fe0e6ddf6d1283f14f1d8e86362c9974,5,Best of the best.,4 days ago,2024-03-24 17:06:25.911357,,,,0,1,,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,d030e3b93dfa020054f5c0221dfdc446,4,,4 days ago,2024-03-24 17:06:25.917896,,,,0,7,4,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,8bb9473ad9c7b37a603eede1ccc441d6,5,Quite enjoy the dumplings and peanut noodles. Best value in the city!,5 days ago,2024-03-23 17:06:25.923634,,,,0,12,,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,eb563f079c6234ffb7da115962f542bf,5,A must-eat when I visit New York. The wheat noodles with peanut butter sauce is my favourite! Everything here is delicious. Remember cash only! Food,6 days ago,2024-03-22 17:06:25.932508,,,,0,110,664,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,69b56d0e109944617974127022afbf07,5,This is my favorite place to eat in Manhattan. Feeding the community delicious food at low cost makes for an admirable business.,a week ago,2024-03-21 17:06:25.943239,,,,0,25,1,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,c2cf22e2228434b133e4eeac7204f05b,5,"For the fact that it s $3 for noodles and $5 for dumplings that are delicious and amazing, this place is so great! The dumplings here were melt-in-your-mouth good!",a week ago,2024-03-21 17:06:25.948110,,,,0,22,7,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,644acec3f2d20c90da5bbf71e73b77c2,5,I absolutely love the food here. My go-to here is chicken and chive dumplings and peanut butter sauce noodles and you get these for less than $10 so thats amazing!,a week ago,2024-03-21 17:06:25.954500,,,,0,9,1,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,8b1282bdec358fdeebb50da6557c0c8a,5,,a week ago,2024-03-21 17:06:25.960699,,,,0,121,434,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,a21fe4850ca85e485e6a2dddad7050ff,5,Great hole in the wall with cheap eats! Pork buns and pork dumplings were so so good.,a week ago,2024-03-21 17:06:25.966655,,,,0,55,27,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,c170af27448e4f63ea5ab88d568554b8,5,,a week ago,2024-03-21 17:06:25.970609,,,,0,1,,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,f8188ee7ae73a140d9be2bb85767ae0b,4,"I loved the dumplings in this place but the dumpling soup was a bit hard to eat it felt a bit raw, otherwise the pork steamed dumpling were really nice, the place was a bit bussy and they only accepted cash otherwise than that its 5 stars",a week ago,2024-03-21 17:06:26.943846,,,,0,3,,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,f66d5cba5f65dff4abc54c1ccf8f6449,4,"I liked the place, the food is good for the prices they give, 7 dumplings for $3 or soups for $6, if you want to eat cheaply and something delicious I recommend coming here, the place does get a lot crowded but its worth it, The pork buns were very delicious, I didnt like the pork rice balls in broth very much because the dough was medium rare and they were difficult to chew, the vegetarian dumplings were not bad but could be better. They treated us well and were friendly but they only charge in cash and there are not always tables, today when we went the place was packed, there was no place to sit so we took it to eat at home. The bathrooms were more or less clean. Vegetarian options: There are few vegetarian options if Im not mistaken, only two",a week ago,2024-03-21 17:06:26.947764,,,,0,121,967,True,"Me gusto el lugar, la comida es buena para los precios que dan, 7 dumplings por 3$ o sopas de 6$, si quieres comer economicamente y algo rico recomiendo venir aqui, eso si el lugar se llena un monton pero vale la pena, los buns de cerdo estuvieron muy ricos, los pork rice ball en caldo no me gusto mucho porque la masa estaba media rara y eran dificiles de masticar, los dumplings vegetarianos no estuvieron mal pero podrian estar mejor. Nos atendieron bien y fueron amables pero solo cobran en efectivo y no siempre hay mesas, hoy que fuimos el lugar estaba a reventar, no habia lugar para sentarse por lo que llevamos para comer en casa. Los banos estaban mas o menos limpios Vegetarian options: Hay pocas opciones vegetarianas si no me equivoco solo dos",
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,76eac37bc0014f5b7146333a6be585f4,5,"Really good peanut noodles, wow. Very cheap too!",a week ago,2024-03-21 17:06:26.954883,,,,0,140,4,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,bd70d03b640524edca7b9d4595afea7b,5,"Great staple Chinese food. The quality is good, and everything tasted fresh. The fish balls even had real fish inside. Its also surprisingly inexpensive. My favorite was the dumplings and the fish balls. The steamed bun filling was tasty, but the dough was kinda bland.",a week ago,2024-03-21 17:06:26.962163,,,,0,1865,4779,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,07c833608b4abbb066f6756565143cd9,5,Was so good! Highly recommend any of the dumplings and the wheat noodles with peanut butter sauce.,a week ago,2024-03-21 17:06:26.967223,,,,0,10,,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,341972e3d13edae50d9af5b4e0bee67f,5,"People from every country come here! Great food, quickly served ,fresh,delicious and extremely affordable! Something  for everyone!",a week ago,2024-03-21 17:06:26.974847,,,,0,4,3,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,7b4edbfe619c9d56557c9fdb8a97e345,5,,a week ago,2024-03-21 17:06:26.979537,,,,0,308,690,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,13dc59ffc33a32d3d97ecbc02c13ee47,5,Cheap eat that hits the spot,2 weeks ago,2024-03-14 17:06:26.985013,,,,0,18,19,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,065f99763f23f151f0b23023bd85adb5,4,The noodles seemed slightly undercooked and wasn t very flavorful. The soup had a simple flavor that paired well with some vinegar.,2 weeks ago,2024-03-14 17:06:26.993631,,,,0,2,,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,1ff7ed7e365647769581cea638ea618f,5,A hole in the wall spot with amazing food. You can get a full meal for under $10! The food is really tasty too!,2 weeks ago,2024-03-14 17:06:26.998031,,,,0,37,10,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,1e42367bcf409e686f14b937f416a8d6,5,,2 weeks ago,2024-03-14 17:06:27.851268,,,,0,6,,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,701c6414e630d0eb80a85b856cb778d0,5,"best meat buns, go while you can before it inevitably becomes mainstream",2 weeks ago,2024-03-14 17:06:27.856786,,,,1,7,,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,f05364127eab2e73063eecf5e9c03722,5,"This storied cheap eats spot in Chinatown was suggested to me at least a hundred times before I was able to make the trek down and try them out.  I had visited other spots in the area before like Wo Hop, Wah Fung, and some others so I had high expectations when many people said this spot was just as good if not better. We decided to get the dish most suggested to us (the wheat peanut butter noodles) and then also added one we really wanted to try (the pork and chive dumplings).  The woman at the counter was very friendly and spoke good English (which in some spots is surpringly an issue).  For the two dishes and two cans of soda it was only $9! The peanut butter noodles were unlike anything I ve had before.  They did not have a Thai peanut taste really (which is what I was expecting) but they didn t exactly just taste like peanut butter either.  I enjoyed the sauce a great deal.  The noodles also were a great texture.  They were similar to a thin egg noodle but they had longer length similar to any long style pasta like spaghetti or fettuccine.  I would absolutely order these again, and trust when I say that my next trip to Chinatown will have these included. The steamed pork and chive dumplings were also a huge hit.  The filling had excellent flavor, a nice texture to the outer skin, and after you added a little chili oil there were was a lot of dimensions of flavor.  I enjoyed these a lot and I think I d enjoy them just as much if they were pan fried so half had a crust to them.  We had dumplings at other spots on this day and these were my favorite of them all. Trust that we will be back here for sure and will try out some soup and other items as well as get these again.  Shu Jiao Fu Zhou - Didn t Suck!",2 weeks ago,2024-03-14 17:06:27.861172,,,,1,252,858,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,006c6b6e536b1def40664bd904fabe77,5,"Excellent, fast and really inexpensive! Go for it without hesitation!",2 weeks ago,2024-03-14 17:06:27.874646,,,,0,2,,False,"Excellent, rapide et vraiment pas cher ! Allez-y sans hesiter !",
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,912ab89ab283032df901acb20c609e3c,4,,2 weeks ago,2024-03-14 17:06:27.883885,,,,0,15,141,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,9c43533047bed7b93b0e18ca5aeff8ef,5,Can t beat the food for the price - some of the best dumplings I ve had and for less than $5!,2 weeks ago,2024-03-14 17:06:27.890270,,,,0,103,13,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,ad812f43c8ec17839e5efce975df543b,5,Peanut noodles are a must!,2 weeks ago,2024-03-14 17:06:27.895498,,,,0,6,,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,7f36920c20ec53fdb0f4dfe86e1403f0,5,fast street cheap eats,2 weeks ago,2024-03-14 17:06:27.906654,,,,0,448,23470,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,8e82379bced1ce1edff8893e6718f867,5,,2 weeks ago,2024-03-14 17:06:27.914396,,,,0,,,,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,d6a0efc374e0c7dc1a0c3f162b8136f4,4,,3 weeks ago,2024-03-07 17:06:27.918900,,,,0,13,,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,15dc9cae4e0843cec93f7d11d962f23f,5,"It was like a step back in time, so old timish HOWEVER the FOOD and Your Pockets is definitely worth a visit and everything was affordable if you wanna ball Ona BUDGET.",3 weeks ago,2024-03-07 17:06:29.304365,,,,0,3,3,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,32155b3b18e0f6489a35e570a731530e,5,,3 weeks ago,2024-03-07 17:06:29.308963,,,,0,,,,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,7252e1c37998ecf528002492419409b4,5,"What an amazing place!!! Well this is not a fancy, big, or even comfortable place to sit, BUT, the extraordinary service, the love you see from the people at the front counter, and the flavors, those great flavors that make you forget everything else and enjoy the food just like if you were at home, it is in a matter of seconds that you understand the system and fit in to a grid of sharing Way to go Shu Jiao Fu Zhou Team!!! Dont miss it!!!",3 weeks ago,2024-03-07 17:06:29.312233,,,,1,181,300,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,a8697b67c60f96aecfd989260895c991,5,"A hole-in-the-wall type of place that you might not notice from the street.  it s not flashy and yet the food is really good, especially for how cheap it is!  I stop by for dumplings on the reg, and a friend i brought with me recently said  these taste exactly how I imagine dumplings are supposed to taste.   Cash only!  and be ready with your order when you reach the counter.  this place is all about volume and they aren t waiting around for you to make a decision :)",3 weeks ago,2024-03-07 17:06:29.315551,,,,1,270,1561,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,a59f7fac49dbbc58693e36f6a48c9ebf,5,"This is my first time trying out this place because I heard many people saying how the peanut noodles and the food there tastes very good. I went to try it myself, it is true that the food tastes very good. I ordered wheat noodles with peanut butter sauce, fried dumplings, mini pork buns, and hot sour soup. It can get very packed. Also, I didnt wait too long for the food to arrive. Im very satisfied with the food, atmosphere,and service inside this restaurant. Its also very affordable. If you are nearby Chinatown, this is the spot to visit.",3 weeks ago,2024-03-07 17:06:29.318833,,,,1,50,200,True,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,a33ca1d881f61e700187c2b73d2cc97e,5,,3 weeks ago,2024-03-07 17:06:29.322047,,,,0,5,4,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,b18777154ee0df07f57e479a1b7b64f2,1,"Honestly, seen the rate of this, my hopes were high. I decided to try it with my family but it turned out to be just a cheap place with untasty food. Literally the dumplings were horrible and the peanuts noodles fade. And I was the one who grabbed them there so I m being honest saying this place wasn t worth it. Don t get fooled.",3 weeks ago,2024-03-07 17:06:29.326534,,,,1,17,5,False,,
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,d5b1d08319f26cd6ef90692dd2320e17,1,"Rarely eaten so badly! Dirty place. Kitchen to vomit. And Im not picky, I find airplane food good, thats saying something. To flee !!!",3 weeks ago,2024-03-07 17:06:29.329806,,,,0,3,2,False,"Rarement aussi mal mange ! Endroit sale. Cuisine a vomir. Et je ne suis pas difficile, je trouve la nourriture des avions bonne, c est dire. A fuir !!!",
ChIJ3au6oIdZwokRRpuRY9nbgik,Shu Jiao Fu Zhou,a06b65c3c62412039c7558fefaf45a92,5,"6 pork & chive dumplings for $3. sweet pork reminiscent of chinese sausage. chives were present and fresh. so so, like solidly 3.5 stars. buoyed by price, speed (not a single empty chair and the line was to the door and i still got my order in 5 minutes), and freshness (served piping hot). excellent option if you re around and need something quick but i wouldn t come here as a destination.",3 weeks ago,2024-03-07 17:06:29.333450,,,,2,72,75,True,,
