place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJZ-xpvadZwokRGVsoX2gW38s,Atoboy,1cbb63d60e335103ea41bd176de8e552,5,An incredible dining experience- the staff was super attentive,3 days ago,2024-04-22 00:07:58.721677,,,,0,12,13,True,,
ChIJZ-xpvadZwokRGVsoX2gW38s,Atoboy,54c0033056534605a1c7d0f89c3e2083,5,Amazing. The Squash and Octopus along with Granita was hands down,5 days ago,2024-04-20 00:07:58.723865,,,,0,417,4882,True,,
ChIJZ-xpvadZwokRGVsoX2gW38s,Atoboy,668bc02a55b80e81b0ed3b97d1240b2c,5,,a week ago,2024-04-18 00:07:58.725778,,,,0,2,,False,,
ChIJZ-xpvadZwokRGVsoX2gW38s,Atoboy,283aa3ca819f0c7126bbf0d31b80413f,3,Food was a 4/5. So good but not really impressive. Atmosphere was loud. Portions small. Charged group of 4 $28 for sparkling water.....ouch,a week ago,2024-04-18 00:07:58.727502,,,,0,7,,False,,
ChIJZ-xpvadZwokRGVsoX2gW38s,Atoboy,dbaf339d2439229729d6cceb754ebdd8,5,Such a great place! Highly recommend it,a week ago,2024-04-18 00:07:58.729207,,,,0,2,4,False,,
ChIJZ-xpvadZwokRGVsoX2gW38s,Atoboy,40a1b651e04022d1b9d349f72446d779,5,"Midtown casual gem for inventive Korean food. Dont miss the yellowtail, pear salad and lychee yogourt granita. Food",a week ago,2024-04-18 00:07:58.731877,,,,0,50,384,True,,
ChIJZ-xpvadZwokRGVsoX2gW38s,Atoboy,db98468cc05638b3fe69cae5121b16e2,5,,a week ago,2024-04-18 00:07:58.733721,,,,0,7,164,True,,
ChIJZ-xpvadZwokRGVsoX2gW38s,Atoboy,dfd5879bd2fe9b99fec172c2bf000e69,5,"Food, service and ambiance were perfect. Highly recommend this restaurant for modern Korean cuisine.",2 weeks ago,2024-04-11 00:07:58.735655,,,,0,15,24,False,,
ChIJZ-xpvadZwokRGVsoX2gW38s,Atoboy,cf7abdc020c2d55d29034bda0ce3c7a4,4,"The dining experience as a whole was satisfactory; certain dishes stood out while others fell short of expectations. The entrees, particularly the fried chicken, failed to leave a lasting impression, especially when contrasted with the myriad of exceptional Korean fried chicken offerings available in NYC. The cod was one-note with an overpowering gochugang curry sauce. There were notable highlights such as the sea urchin steamed egg, the squash, and the refreshing sujeonggwa granita, though the occasional overpowering presence of cinnamon in the granita detracted slightly from the overall enjoyment. I would recommend a visit to sample select items, but skip the fried chicken and cod.",2 weeks ago,2024-04-11 00:07:58.737565,,,,1,17,189,True,,
ChIJZ-xpvadZwokRGVsoX2gW38s,Atoboy,815176ea05d29828c5fd52daced7d9db,5,Excellent food and service by Jude!,3 weeks ago,2024-04-04 00:07:58.739275,,,,0,10,1,False,,
