place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJtz83BQFcwokRrUZ9HpeGOng,SEY Coffee,cb10b8e8f63f5c8cc2c64c135692ea4f,4,"While the coffee was good, it wasn t special enough to warrant $13-15 for a pourover. Perhaps I m just biased against clean-tasting washed coffee, but at other places I can get something much more amazing for that price, or something as good at half the price",2 days ago,2024-04-23 00:38:56.636821,,,,1,276,1100,True,,
ChIJtz83BQFcwokRrUZ9HpeGOng,SEY Coffee,a4f00a9befabe2113a1a14c3aa37cf2a,5,"The best coffee place! Very good prices. No additional cost for oat milk, beautiful interior, WiFi, very very delicious coffee! Thank you so much!",2 days ago,2024-04-23 00:38:56.640019,,,,0,25,7,False,,
ChIJtz83BQFcwokRrUZ9HpeGOng,SEY Coffee,c66cdefea85db389c39cbc40039aa91f,5,"Loved the warehouse/loft vibes of this cafe. Every drink order comes with a sparkling water palette cleanser that feels high end despite the relaxed nature of the environment and the staff service. We know about SEY coffee because a local roaster carries their beans. Both the iced latte and chai were delicious. Their baked goods may not the forte (just a morning bun), but the drinks more than make up for it.",3 days ago,2024-04-22 00:38:56.642399,,,,0,291,1033,True,,
ChIJtz83BQFcwokRrUZ9HpeGOng,SEY Coffee,8b4889b73173c0450e9aee413e81321e,5,,3 days ago,2024-04-22 00:38:56.644581,,,,0,30,4,True,,
ChIJtz83BQFcwokRrUZ9HpeGOng,SEY Coffee,18c61f510ed977983f5d0a5d1251492b,5,,6 days ago,2024-04-19 00:38:56.646793,,,,0,25,,False,,
ChIJtz83BQFcwokRrUZ9HpeGOng,SEY Coffee,271db57590538be2de8308dd21e8027c,5,"I liked the atmosphere very much, it was quite crowded. Their coffee was nice too",a week ago,2024-04-18 00:38:56.649266,,,,0,41,19,False,,
ChIJtz83BQFcwokRrUZ9HpeGOng,SEY Coffee,907f6a66671596c5d6e3d68866dcf9ee,5,"Vegetarian options: There are vegan cookies! Wheelchair accessibility: This is completely wheelchair accessible, although the front door is not automatic. Food : 5/5 |",2 weeks ago,2024-04-11 00:38:56.652183,,,,0,5,3,False,Food,
ChIJtz83BQFcwokRrUZ9HpeGOng,SEY Coffee,f4c545d3c3830b3d24d0a801d378e710,4,Had their iced cappuccino and it was good pretty packed place. place to meet up than to work really,2 weeks ago,2024-04-11 00:38:56.654935,,,,0,386,1528,True,,
ChIJtz83BQFcwokRrUZ9HpeGOng,SEY Coffee,c2a34f46ead1261d1037d57ed8803339,4,Loved the vibes in here and my iced chai was great. My friends  oat milk lattes barely had any taste of coffee however. It looks like the espresso machine wasn t working and they were using some sort of aeropress for the espresso that day. The barista was happy to make an extra double shot for them to remedy this. Thank you!,3 weeks ago,2024-04-04 00:38:56.657146,,,,0,12,11,False,,
ChIJtz83BQFcwokRrUZ9HpeGOng,SEY Coffee,fc838c04cd017ef7dd5ccb18f8c1ba1e,5,10/10 great place to enjoy a delicious cup of coffee and catch up with friends. We got the Cortado and a pour over. Both drinks were so flavorful and warm. The ambiance is refreshing and clean. The ceiling plant is absolutely beautiful and natural.,3 weeks ago,2024-04-04 00:38:56.659778,,,,0,60,204,True,,
