place_id,place_name,review_id_hash,rating,review_text,published_at,published_at_date,response_from_owner_text,response_from_owner_ago,response_from_owner_date,review_likes_count,total_number_of_reviews_by_reviewer,total_number_of_photos_by_reviewer,is_local_guide,review_translated_text,response_from_owner_translated_text
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,fc2fd5209881fa22bca758c28144eaec,2,Its the worst place ever,2 weeks ago,2024-02-18 17:15:04.848373,,,,0,35,3,True,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,d55be7eafe479430bfa21661605a5c45,3,"Got the Philly on a Jamaican patty. I expected a burst of flavor when I took the first bite, but the philly meat overpowered everything else. $18 is overpriced if you don t factor in the  experience  of having an ock do the thing for you and everyone else, everyday. HOWEVER, I do think it s deceptive to put  halal  on the menu for the Ocky way stuff when it s not zabihah.",3 weeks ago,2024-02-11 17:15:04.854958,,,,0,67,2,False,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,a5f0dd1697460b11b84dff50932200df,5,,a month ago,2024-02-03 17:15:04.857446,,,,0,1,,False,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,c2c0904a4da6ca82b10984e9cf8df261,5,Great people outstanding food i advise everyone check this place out,a month ago,2024-02-03 17:15:04.859562,,,,0,66,2,False,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,4056f6faa1b0597abb26a02cec812b11,5,Chop cheese sandwich was excellent,a month ago,2024-02-03 17:15:04.862066,,,,0,44,161,True,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,7b25655f85a927857d7d0be896826fbd,5,AMAZING!!!!,a month ago,2024-02-03 17:15:04.864619,,,,0,2,1,False,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,905fddc437a409c3f41ae0e3e57c4eff,5,,2 months ago,2024-01-03 17:15:04.867057,,,,0,31,13,True,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,63c18a15901c206a270632f5fd5f6c0c,5,Excellent food,2 months ago,2024-01-03 17:15:04.869351,,,,0,19,6,True,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,64308c67df67c9ac7bbc95bda30e2e78,5,,2 months ago,2024-01-03 17:15:04.871883,,,,0,93,2092,True,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,b4bb8fe753ceee6948b2ebe7962b8261,5,Cant wait to go!,2 months ago,2024-01-03 17:15:04.874183,,,,0,111,13,False,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,45666fe6b4c3f9bf0a73657b90ad7d7b,5,Me And My Friend Heaven,2 months ago,2024-01-03 17:15:05.618339,,,,0,3,1,False,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,b423793ba8d8debc95dda34e0e16c681,5,,3 months ago,2023-12-03 17:15:05.621094,,,,0,31,2,True,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,b67098c7dc13f55e77c5c59e04a96950,5,NEVER NEVER NEVER! OCKY WAY,3 months ago,2023-12-03 17:15:05.623619,,,,0,2,,False,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,595ec94b7b56036f4acb66bdb2fb119b,4,I got the chopped cheese on a Jamaican patty so good the only reason I won t give it 5 stars is because the ocky way starts $18 and above overpriced but gets you full overall it s great service if he s not there they still give you the experience as if he was there,3 months ago,2023-12-03 17:15:05.626694,,,,1,3,3,False,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,3b6daf6b24846f41e0a4b23c3371aab6,5,"WOW!  What a great experience.  My son follows the guys at Red Hook on social media and recommended we go on our last visit to NY.  I wasnt overly interested but am so glad we did. We were instantly greeted by the staff and asked if we needed help.  I still had no clue of what the hype of this place was until we were given the official General Ocks greeting.  Thats when I learned what this place was about. To be able to walk the store, pick anything out and they incorporate it into a sandwich is not only dangerous but pretty amazing. I let me son order whatever he wanted and he chose the chopped cheese on beef patty the Ocky Way BUT he added Takis.  After a very short wait we were presented, Tik Tok style, with our sandwich.  The presentation allows for not only you to see the end result but so you can video.  Its not only the sandwich but the presentation that is great. All in all the sandwich was really good...even with the Takis which was surprising.  It can be a little hard to find but if you do itll be worth the experience.",3 months ago,2023-12-03 17:15:05.629889,,,,0,405,131,True,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,b629115d15efff72c54ce0a55683eb4c,5,"No joke. The food is as good as the energy it is presented with. Gave me the full experience, all I asked for was a sandwich. Thank you guys If youre on the fence about whether or not its worth going, this is me telling you its worth every minute of travel, and every penny of expense.",3 months ago,2023-12-03 17:15:05.632952,,,,0,8,,False,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,e0ecfbcb7a8d28e3798470ce2df5964e,4,Yo Ock! Can we get a too young understand the covid pandemic 4. IT was tragic what hapopened 5,3 months ago,2023-12-03 17:15:05.637004,,,,0,13,4,False,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,eb5c39e51e59cacae49aa21c84a04e58,5,"I stopped in on my way home from NYC in April 2022, well worth going out of your way for! Chopped cheese the Ocky way was excellent.",3 months ago,2023-12-03 17:15:05.642020,,,,0,56,23,True,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,ed353fe50e72f1712cf72791c7119aeb,5,Neva neva neva,4 months ago,2023-11-03 17:15:05.645699,,,,0,130,34,True,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,8c864f79e44c05c4555c7baad52fdd67,3,"They got me once. It was an experience, for the money I probably wont get it again. Good not great.",4 months ago,2023-11-03 17:15:05.648853,,,,0,25,2,False,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,f3c73cc5a9deb30d3ae8cc55997fd7de,5,,5 months ago,2023-10-03 17:15:06.350077,,,,0,1,,False,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,cd9939d2927a5b495315cc445b9fbe5c,5,I wen food shopping,5 months ago,2023-10-03 17:15:06.352362,,,,1,9,2,True,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,0606805dfdfa749a49db95f2da77b49a,5,"Highly recommend. I came from Calgary Canada to NYC with my family and to visit this shop was one of my main goals. I came and was not disappointed. Very friendly brothers behind the counter. Gave us a sample of what they were eating, let us record the  ocky way . Did the full presentation and were great hosts. I will come again and visit them Inshallah. Thank you General Ock & Family!",6 months ago,2023-09-03 17:15:06.354912,,,,7,17,5,True,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,f69a744ec7881e6ff6caca21e9c4d8af,5,,6 months ago,2023-09-03 17:15:06.357437,,,,0,1,,False,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,3dc0c9cd6618ae23c713fcc8326528d6,5,Store is very busy.  Lots of customers asking for sandwiches posted on time tok.,7 months ago,2023-08-03 17:15:06.359558,,,,0,23,2,False,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,dad87580defb94972b5d2a66e92db7ad,5,..Neva Neva Neva.. came way from Arkansas to visit this place!!. The food was,7 months ago,2023-08-03 17:15:06.362031,,,,1,15,,True,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,1192f3bc4b23c9bb4bc7d4a0cef85ca9,5,,7 months ago,2023-08-03 17:15:06.364481,,,,0,1,,True,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,da542984b21b410f5c8e0b79bade9c2a,5,,7 months ago,2023-08-03 17:15:06.366682,,,,0,1,,False,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,d6f94357959ebc0b27624de052da8e08,5,Pretty nice I was working on a job there,7 months ago,2023-08-03 17:15:06.368785,,,,0,210,39,True,,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,974645b346db2047bf67f3a056cb600e,5,Halal food. Very goooood,8 months ago,2023-07-03 17:15:06.371298,,,,0,60,2,True,Halal food. Very gooooood,
ChIJc-C_m89bwokRdt8EVIxmxLw,Red Hook Food Corp,82c1a8e42c05da36b5563e43b984aebd,5,,8 months ago,2023-07-03 17:15:07.203693,,,,0,31,29,True,,
